01	1955/09/05	02:01:18.00	1955.677596	-121.7800	37.37	5.50	0.0
02	1955/10/24	04:10:44.00	1955.811475	-122.0500	37.97	5.40	0.0
03	1957/03/22	19:44:21.00	1957.221311	-122.4800	37.67	5.30	0.0
04	1969/10/02	04:56:45.30	1969.751366	-122.6640	38.4978	5.60	0.15
05	1969/10/02	06:19:56.39	1969.751366	-122.7535	38.45	5.70	5.04
06	1980/01/24	19:00:08.58	1980.065574	-121.7678	37.84	5.80	14.49
07	1980/01/24	19:01:01.54	1980.065574	-121.7750	37.811	5.10	6.52
08	1980/01/27	02:33:35.34	1980.073770	-121.7063	37.749	5.40	14.17
09	1984/04/24	21:15:18.76	1984.314208	-121.6788	37.3097	6.20	8.19
10	1986/03/31	11:55:39.81	1986.245902	-121.6867	37.4792	5.70	8.50
11	1988/06/13	01:45:36.53	1988.450820	-121.7415	37.3927	5.30	9.09
12	1988/06/27	18:43:22.33	1988.489071	-121.8950	37.1283	5.30	12.63
13	1989/08/08	08:13:27.39	1989.601093	-121.9268	37.1482	5.40	13.41
14	1989/10/18	00:04:15.19	1989.795082	-121.8798	37.0362	7.00	17.21
15	1989/10/18	00:41:23.77	1989.795082	-122.0520	37.1902	5.10	15.31
16	2007/10/31	03:04:54.81	2007.830601	-121.7743	37.4335	5.45	9.74
17	2014/08/24	10:20:44.07	2014.644809	-122.3123	38.2152	6.02	11.12
