01	1962/04/12	00:52:44.80	1962.278689	142.3000	38.2	7.00	48.00
02	1968/05/16	00:48:55.40	1968.374317	143.2220	40.84	7.90	7.00
03	1968/06/12	13:41:50.70	1968.448087	142.7370	39.485	7.00	44.00
04	1978/06/12	08:14:26.40	1978.445355	142.0280	38.19	7.70	44.00
05	1989/11/01	18:25:34.94	1989.833333	142.7600	39.837	7.40	28.60
06	1994/12/28	12:19:23.03	1994.989071	143.4190	40.525	7.50	26.50
07	2003/10/31	01:06:28.28	2003.830601	142.6190	37.812	7.00	10.00
08	2005/08/16	02:46:28.40	2005.622951	142.0390	38.276	7.20	36.00
09	2008/07/19	02:39:28.70	2008.549180	142.2140	37.552	7.00	22.00
10	2011/03/09	02:45:20.33	2011.185792	142.8420	38.435	7.50	32.00
11	2011/03/11	05:46:24.12	2011.191257	142.3730	38.2969	9.10	29.00
12	2011/03/11	06:15:40.28	2011.191257	141.1110	36.281	7.90	42.60
13	2011/04/07	14:32:43.29	2011.265027	141.5880	38.276	7.10	42.00
14	2011/07/10	00:57:10.80	2011.521858	143.2640	38.034	7.00	23.00
15	2012/03/14	09:08:35.14	2012.202186	144.9440	40.887	7.00	12.00
16	2012/12/07	08:18:23.13	2012.934426	143.9490	37.89	7.30	31.00
