01	1961/08/11	15:51:34.60	1961.609290	145.0000	43.0	7.00	50.00
02	1961/11/15	07:17:12.40	1961.871585	145.1000	43.1	7.00	43.00
03	1962/04/12	00:52:44.80	1962.278689	142.3000	38.2	7.00	48.00
04	1962/04/23	05:58:04.90	1962.308743	143.4000	42.9	7.00	25.00
05	1963/03/16	08:44:51.10	1963.204918	154.8000	46.6	7.00	46.00
06	1964/05/07	07:58:14.30	1964.349727	139.0000	40.4	7.00	33.00
07	1968/05/16	00:48:55.40	1968.374317	143.2220	40.84	7.90	7.00
08	1968/06/12	13:41:50.70	1968.448087	142.7370	39.485	7.00	44.00
09	1969/08/11	21:27:39.40	1969.609290	147.3530	43.545	7.80	28.00
10	1970/07/25	22:41:10.70	1970.562842	131.6950	32.18	7.00	34.00
11	1971/09/05	18:35:25.00	1971.677596	141.1720	46.5	7.10	9.00
12	1973/06/17	03:55:02.90	1973.459016	145.7850	43.2329	7.70	48.00
13	1973/06/24	02:43:25.50	1973.478142	146.4420	43.318	7.10	50.00
14	1975/06/10	13:47:14.50	1975.439891	147.7340	43.024	7.00	15.00
15	1976/01/21	10:05:24.10	1976.057377	149.1230	44.915	7.00	41.00
16	1978/03/23	03:15:20.30	1978.224044	148.4390	44.932	7.50	33.00
17	1978/03/24	19:47:50.70	1978.226776	148.8620	44.244	7.60	33.00
18	1978/06/12	08:14:26.40	1978.445355	142.0280	38.19	7.70	44.00
19	1980/02/23	05:51:03.20	1980.147541	146.7530	43.53	7.00	44.00
20	1983/05/26	02:59:59.60	1983.398907	139.1020	40.462	7.70	23.70
21	1989/11/01	18:25:34.94	1989.833333	142.7600	39.837	7.40	28.60
22	1991/12/22	08:43:13.41	1991.972678	151.0210	45.533	7.40	24.70
23	1993/07/12	13:17:11.96	1993.527322	139.1970	42.851	7.60	16.70
24	1994/10/04	13:22:55.84	1994.756831	147.3210	43.773	8.10	14.00
25	1994/10/09	07:55:39.58	1994.770492	147.9160	43.905	7.10	33.00
26	1994/12/28	12:19:23.03	1994.989071	143.4190	40.525	7.50	26.50
27	1995/10/18	10:37:26.38	1995.795082	130.1750	27.929	7.10	28.40
28	1995/12/03	18:01:08.99	1995.920765	149.3000	44.6629	7.90	33.00
29	1996/02/07	21:36:46.30	1996.103825	149.8920	45.324	7.20	42.60
30	1996/10/19	14:44:40.79	1996.800546	131.4680	31.885	7.00	22.00
31	2003/09/25	19:50:06.36	2003.732240	143.9100	41.815	8.30	27.00
32	2003/09/25	21:08:00.03	2003.732240	143.5930	41.774	7.40	33.00
33	2003/10/31	01:06:28.28	2003.830601	142.6190	37.812	7.00	10.00
34	2004/09/05	10:07:07.82	2004.680328	136.6180	33.07	7.20	14.00
35	2004/09/05	14:57:18.61	2004.680328	137.0710	33.184	7.40	10.00
36	2004/11/28	18:32:14.13	2004.909836	145.1190	43.006	7.00	39.00
37	2005/08/16	02:46:28.40	2005.622951	142.0390	38.276	7.20	36.00
38	2005/11/14	21:38:51.42	2005.868852	144.8960	38.107	7.00	11.00
39	2006/11/15	11:14:13.57	2006.871585	153.2660	46.592	8.30	10.00
40	2007/01/13	04:23:21.16	2007.035519	154.5240	46.243	8.10	10.00
41	2008/07/19	02:39:28.70	2008.549180	142.2140	37.552	7.00	22.00
42	2010/02/26	20:31:26.97	2010.155738	128.4250	25.93	7.00	25.00
43	2010/12/21	17:19:40.66	2010.969945	143.6980	26.901	7.40	14.00
44	2011/03/09	02:45:20.33	2011.185792	142.8420	38.435	7.50	32.00
45	2011/03/11	05:46:24.12	2011.191257	142.3730	38.2969	9.10	29.00
46	2011/03/11	06:15:40.28	2011.191257	141.1110	36.281	7.90	42.60
47	2011/03/11	06:25:50.30	2011.191257	144.5900	38.058	7.70	18.60
48	2011/04/07	14:32:43.29	2011.265027	141.5880	38.276	7.10	42.00
49	2011/07/10	00:57:10.80	2011.521858	143.2640	38.034	7.00	23.00
50	2012/03/14	09:08:35.14	2012.202186	144.9440	40.887	7.00	12.00
51	2012/12/07	08:18:23.13	2012.934426	143.9490	37.89	7.30	31.00
52	2013/10/25	17:10:18.43	2013.814208	144.6781	37.1713	7.10	25.67
53	2016/04/15	16:25:06.22	2016.289617	130.7486	32.7931	7.00	10.00
